Time (s),Freq. A (MHz),Freq. B (MHz),Freq. C (MHz),Freq. D (MHz),Force (kN)
0.0001500000000902446,1.7822265625,1.83837890625,1.8115234375,1.82861328125,-1.4291111868093098
0.0026250000000906937,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.425043216537908
0.005100000000091143,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.4696556729450645
0.007575000000091592,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4388107226941709
0.01005000000009204,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4506909332148223
0.01252500000009249,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.3958946197240998
0.015000000000092939,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.398253944142196
0.017475000000093388,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.442382898845064
0.019950000000093837,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.3875029969241064
0.022425000000094286,1.7822265625,1.83837890625,1.8115234375,1.82861328125,-1.4174768246128626
0.024900000000094735,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4318073234315725
0.027375000000095184,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.33886682294388
0.029850000000095633,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.431395937235724
0.03232500000009608,1.7822265625,1.83837890625,1.8115234375,1.82861328125,-1.4319687638311491
0.03480000000009653,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.4606207470300239
0.03727500000009698,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4708013261359307
0.03975000000009743,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4437703028880744
0.04222500000009788,1.77978515625,1.8359375,1.8115234375,1.826171875,-1.4482512983441667
0.04470000000009833,1.77978515625,1.8359375,1.8115234375,1.826171875,-1.4616041403268971
0.04717500000009878,1.77978515625,1.8359375,1.8115234375,1.826171875,-1.465504114243428
0.049650000000099226,1.7822265625,1.83837890625,1.8115234375,1.82861328125,-1.3974418251778529
0.052125000000099675,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.451666951061968
0.054600000000100124,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.4585039929584969
0.05707500000010057,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4430401333651328
0.05955000000010102,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4524020375513944
0.06202500000010147,1.77978515625,1.8359375,1.8115234375,1.82861328125,-1.4177161169817563
0.06450000000010192,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.399806066562418
0.06697500000010237,1.7822265625,1.83837890625,1.8115234375,1.826171875,-1.4537837051335032
0.06945000000010282,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.4477555042236496
0.07192500000010327,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4590825560148237
0.07440000000010372,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4888785534157394
0.07687500000010417,1.77978515625,1.83837890625,1.8115234375,1.826171875,-1.4150347312589484
0.07935000000010461,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.4432892596670206
0.08182500000010506,1.7822265625,1.83837890625,1.8115234375,1.82861328125,-1.4528945536942437
0.08430000000010551,1.7822265625,1.83837890625,1.8115234375,1.82861328125,-1.4401030653851348
0.08677500000010596,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4432843427005193
0.08925000000010641,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.443855530307127
0.09172500000010686,1.77978515625,1.8359375,1.8115234375,1.826171875,-1.460052017906659
0.09420000000010731,1.77978515625,1.8359375,1.80908203125,1.826171875,-1.4251284439569687
0.09667500000010776,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4564700078227961
0.09915000000010821,1.7822265625,1.83837890625,1.8115234375,1.826171875,-1.4186126438707594
0.10162500000010866,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4532141565157213
0.1041000000001091,1.77978515625,1.8359375,1.8115234375,1.82861328125,-1.4629063169508467
0.10657500000010955,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.437989589291267
0.10905000000011,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.4159287996647005
0.11152500000011045,1.77978515625,1.8359375,1.8115234375,1.82861328125,-1.4218693146722345
0.1140000000001109,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4014393189296486
0.11647500000011135,1.7822265625,1.83837890625,1.8115234375,1.82861328125,-1.5056462286218786
0.1189500000001118,1.7822265625,1.8359375,1.8115234375,1.82861328125,-1.351887769688937
0.12142500000011225,1.7822265625,1.8359375,1.8115234375,1.826171875,-1.4668161248003393
