Time (s),Freq. (MHz),Force (kN)
0.0021250000027919214,1.81396484375,-1.7159325927424551
0.00460000000279237,1.81396484375,-1.716912708061677
0.0070750000027928195,1.81396484375,-1.7164259283797294
0.009550000002793269,1.81396484375,-1.622096384860217
0.012025000002793718,1.8115234375,-1.713494596860625
0.014500000002794167,1.81396484375,-1.7275800668495316
0.016975000002794616,1.8115234375,-1.7203308192627371
0.019450000002795065,1.8115234375,-1.7245733418443363
0.021925000002795514,1.81396484375,-1.7466390484373955
0.024400000002795963,1.8115234375,-1.7220476600602028
0.026875000002796412,1.81396484375,-1.730836737651015
0.02935000000279686,1.8115234375,-1.7221238730406945
0.03182500000279731,1.8115234375,-1.6607806186760437
0.03430000000279776,1.81396484375,-1.7060855478630796
0.03677500000279821,1.81396484375,-1.7180526247916417
0.03925000000279866,1.8115234375,-1.7416671758272717
0.041725000002799106,1.81396484375,-1.717075787450079
0.044200000002799555,1.81396484375,-1.6893924466486225
0.046675000002800004,1.81396484375,-1.6796175172776868
0.049150000002800454,1.8115234375,-1.7373517182428162
0.0516250000028009,1.81396484375,-1.67457434865354
0.05410000000280135,1.8115234375,-1.73498829635266
0.0565750000028018,1.8115234375,-1.7434618685940706
0.05905000000280225,1.81396484375,-1.715771152342887
0.0615250000028027,1.8115234375,-1.7278250956793348
0.06400000000280315,1.81396484375,-1.743782290909965
0.0664750000028036,1.81396484375,-1.7089357494351833
0.06895000000280405,1.8115234375,-1.729452611585664
0.0714250000028045,1.8115234375,-1.685889108028502
0.07390000000280494,1.8115234375,-1.72155350492852
0.0763750000028054,1.81396484375,-1.7382457866485683
0.07885000000280584,1.8115234375,-1.6170532162360622
0.08132500000280629,1.8115234375,-1.7396274542306691
0.08380000000280674,1.81396484375,-1.6590236226522819
0.08627500000280719,1.8115234375,-1.660491337147876
0.08875000000280764,1.8115234375,-1.6947699689937012
0.09122500000280809,1.81396484375,-1.7547004149885328
0.09370000000280854,1.8115234375,-1.743377460669419
0.09617500000280899,1.81396484375,-1.7092594497287452
0.09865000000280943,1.8115234375,-1.6887434070726897
0.10112500000280988,1.81396484375,-1.6465271523322502
0.10360000000281033,1.81396484375,-1.6908536051888983
0.10607500000281078,1.81396484375,-1.7440248612565181
0.10855000000281123,1.8115234375,-1.7411746596844304
0.11102500000281168,1.81396484375,-1.7232654287594928
0.11350000000281213,1.8115234375,-1.7223713603537485
0.11597500000281258,1.81396484375,-1.6853228373883793
0.11845000000281303,1.8115234375,-1.6575550886622867
0.12092500000281348,1.8115234375,-1.7230187609408556
0.12340000000281393,1.81396484375,-1.6669333827368122
0.12587500000281437,1.81396484375,-1.676859918574363
0.12835000000281482,1.8115234375,-1.7379229058494237
0.13082500000281527,1.8115234375,-1.724402887006207
0.13330000000281572,1.81396484375,-1.725378085358952
0.13577500000281617,1.8115234375,-1.6653755238556887
0.13825000000281662,1.81396484375,-1.6883377573377185
0.14072500000281707,1.8115234375,-1.693306351970175
0.14320000000281752,1.8115234375,-1.720092346388244
0.14567500000281797,1.81396484375,-1.6456322644320889
0.14815000000281842,1.8115234375,-1.7409370063043461
0.15062500000281887,1.81396484375,-1.6849983176004086
