num_cross_val,test_fraction,running avg sample length,input data window length,diffs added,lp,ds,cl,avg r2,r2 std,avg MSE,MSE std
100,0.5,40,5,False,"('Linear', None)","('StandardScaler', StandardScaler())","('Linear or Poly Fit', LinearRegression())",0.6887134607414803,0.004619031359887827,33.37710227372154,0.4467355551408875
100,0.5,40,5,False,"('Linear', None)","('StandardScaler', StandardScaler())","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.8075012258944102,0.012078359598266116,20.640581042649078,1.2901285029715093
100,0.5,40,5,False,"('Linear', None)","('RangeScaler', StandardScaler(with_mean=False))","('Linear or Poly Fit', LinearRegression())",0.6887134607414803,0.004619031359887714,33.37710227372153,0.4467355551409045
100,0.5,40,5,False,"('Linear', None)","('RangeScaler', StandardScaler(with_mean=False))","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.788786202395704,0.02495413212043834,22.650057984499732,2.7003355146212393
100,0.5,40,5,False,"('Linear', None)","('ScaleControl', None)","('Linear or Poly Fit', LinearRegression())",0.6887134607414803,0.004619031359887766,33.37710227372154,0.44673555514088076
100,0.5,40,5,False,"('Linear', None)","('ScaleControl', None)","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.7870925960758399,0.01632501461579201,22.829898361257918,1.7658736489034867
100,0.5,40,5,False,"('Poly', PolynomialFeatures(include_bias=False))","('StandardScaler', StandardScaler())","('Linear or Poly Fit', LinearRegression())",0.3594412316592066,0.777791645469308,68.64643034465094,83.27679060069983
100,0.5,40,5,False,"('Poly', PolynomialFeatures(include_bias=False))","('StandardScaler', StandardScaler())","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.8301226593607304,0.0068224861836130015,18.21584178344511,0.7491469134329942
100,0.5,40,5,False,"('Poly', PolynomialFeatures(include_bias=False))","('RangeScaler', StandardScaler(with_mean=False))","('Linear or Poly Fit', LinearRegression())",0.3594412316612204,0.7777916454701715,68.64643034442622,83.2767906007556
100,0.5,40,5,False,"('Poly', PolynomialFeatures(include_bias=False))","('RangeScaler', StandardScaler(with_mean=False))","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.8270962784018191,0.007707007101047993,18.538747623200173,0.8053758911309808
100,0.5,40,5,False,"('Poly', PolynomialFeatures(include_bias=False))","('ScaleControl', None)","('Linear or Poly Fit', LinearRegression())",0.35944123166502073,0.7777916454604753,68.64643034402296,83.27679059974852
100,0.5,40,5,False,"('Poly', PolynomialFeatures(include_bias=False))","('ScaleControl', None)","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.5111005492222858,0.729532749331836,52.45244704433818,78.40743511243316
