num_cross_val,test_fraction,running avg sample length,input data window length,diffs added,lp,ds,cl,avg r2,r2 std,avg MSE,MSE std
100,0.5,40,5,True,"('Linear', None)","('StandardScaler', StandardScaler())","('Linear or Poly Fit', LinearRegression())",0.6886997217392639,0.004581666519473189,33.37859036973779,0.4435270339374433
100,0.5,40,5,True,"('Linear', None)","('StandardScaler', StandardScaler())","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.8128278934360037,0.013976961281873923,20.069508303141543,1.4963201118218699
100,0.5,40,5,True,"('Linear', None)","('RangeScaler', StandardScaler(with_mean=False))","('Linear or Poly Fit', LinearRegression())",0.6886748531850642,0.00456851873470697,33.38126462813254,0.4425267492420396
100,0.5,40,5,True,"('Linear', None)","('RangeScaler', StandardScaler(with_mean=False))","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.8028896263715893,0.017125518936583838,21.134197278838183,1.823584270877271
100,0.5,40,5,True,"('Linear', None)","('ScaleControl', None)","('Linear or Poly Fit', LinearRegression())",0.6886898143878671,0.004583791943232322,33.37964624282463,0.4432436636884617
100,0.5,40,5,True,"('Linear', None)","('ScaleControl', None)","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.7868931287450099,0.019861050220323574,22.84769549000371,2.0943561291860457
100,0.5,40,5,True,"('Poly', PolynomialFeatures(include_bias=False))","('StandardScaler', StandardScaler())","('Linear or Poly Fit', LinearRegression())",0.3409903422536527,0.7882657725733515,70.62707679741378,84.39557226137585
100,0.5,40,5,True,"('Poly', PolynomialFeatures(include_bias=False))","('StandardScaler', StandardScaler())","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.8205752906480436,0.03543421552677809,19.23695000651082,3.803018699304349
100,0.5,40,5,True,"('Poly', PolynomialFeatures(include_bias=False))","('RangeScaler', StandardScaler(with_mean=False))","('Linear or Poly Fit', LinearRegression())",0.3569078352069819,0.7736756055402235,68.91761329095202,82.83121734707402
100,0.5,40,5,True,"('Poly', PolynomialFeatures(include_bias=False))","('RangeScaler', StandardScaler(with_mean=False))","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.83708965820326,0.015690399025316666,17.467057971000123,1.6694331833780103
100,0.5,40,5,True,"('Poly', PolynomialFeatures(include_bias=False))","('ScaleControl', None)","('Linear or Poly Fit', LinearRegression())",0.3594132444453535,0.7739403092367066,68.65023507022481,82.86009428797425
100,0.5,40,5,True,"('Poly', PolynomialFeatures(include_bias=False))","('ScaleControl', None)","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(5, 5), max_iter=800))",0.15692202710308023,4.2560552473183915,90.84485800286491,460.765440243608
