num_cross_val,test_fraction,running avg sample length,input data window length,diffs added,lp,ds,cl,avg r2,r2 std,avg MSE,MSE std
100,0.5,40,3,True,"('Linear', None)","('StandardScaler', StandardScaler())","('Linear or Poly Fit', LinearRegression())",0.6883788279641807,0.004652880382569057,33.41285786138742,0.4508719509548488
100,0.5,40,3,True,"('Linear', None)","('StandardScaler', StandardScaler())","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(3, 3), max_iter=800))",0.7711068928024254,0.022655744559497794,24.54546559559081,2.4508544523995095
100,0.5,40,3,True,"('Linear', None)","('RangeScaler', StandardScaler(with_mean=False))","('Linear or Poly Fit', LinearRegression())",0.6883511550785718,0.004687952756569288,33.41580561330512,0.4535396251546404
100,0.5,40,3,True,"('Linear', None)","('RangeScaler', StandardScaler(with_mean=False))","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(3, 3), max_iter=800))",0.7594085689669322,0.02298865073101842,25.799728883389797,2.48706237097707
100,0.5,40,3,True,"('Linear', None)","('ScaleControl', None)","('Linear or Poly Fit', LinearRegression())",0.6883612714629821,0.00468763922029462,33.41474866646529,0.4555273390159099
100,0.5,40,3,True,"('Linear', None)","('ScaleControl', None)","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(3, 3), max_iter=800))",0.75026860975854,0.02433738479739778,26.773311325149553,2.5658230790042604
100,0.5,40,3,True,"('Poly', PolynomialFeatures(include_bias=False))","('StandardScaler', StandardScaler())","('Linear or Poly Fit', LinearRegression())",0.7283908122362085,0.034879430211896136,29.116956597078257,3.680050837494186
100,0.5,40,3,True,"('Poly', PolynomialFeatures(include_bias=False))","('StandardScaler', StandardScaler())","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(3, 3), max_iter=800))",0.8094152802599652,0.057864239473427344,20.432618148229714,6.199756640559225
100,0.5,40,3,True,"('Poly', PolynomialFeatures(include_bias=False))","('RangeScaler', StandardScaler(with_mean=False))","('Linear or Poly Fit', LinearRegression())",0.7283154824455289,0.03578258896192962,29.124924241980725,3.778407860420653
100,0.5,40,3,True,"('Poly', PolynomialFeatures(include_bias=False))","('RangeScaler', StandardScaler(with_mean=False))","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(3, 3), max_iter=800))",0.8166023376468263,0.02664846735310849,19.663334545060973,2.847314022600569
100,0.5,40,3,True,"('Poly', PolynomialFeatures(include_bias=False))","('ScaleControl', None)","('Linear or Poly Fit', LinearRegression())",0.7285849858351754,0.03473222035756529,29.09563792682046,3.658264855179259
100,0.5,40,3,True,"('Poly', PolynomialFeatures(include_bias=False))","('ScaleControl', None)","('FFNN (relu) (N,N,)', MLPRegressor(hidden_layer_sizes=(3, 3), max_iter=800))",0.5791748110503003,0.28690251525420923,45.17554296187986,30.92430734559814
